"language","id","productCode","active","name","description","benefits","brand","width","height","depth","diameter","volume","weight","countryOfOrigin","customsCode","listImage","packaging.width","packaging.height","packaging.depth","packaging.volume","packaging.capacity","packaging.weight","materials","imprintRequired","imprintTemplate","price.type","price.currency","minQty.1","maxQty.1","price.1","minQty.2","maxQty.2","price.2","minQty.3","maxQty.3","price.3","minQty.4","maxQty.4","price.4","minQty.5","maxQty.5","price.5","minQty.6","maxQty.6","price.6","minQty.7","maxQty.7","price.7","minQty.8","maxQty.8","price.8","minQty.9","maxQty.9","price.9","minQty.10","maxQty.10","price.10"
"es","01t070000008YKhAAM","3460001074","1","BIC® 4 Colours® Gradient","¡Descubre nuestro BIC® 4 Colours® Gradient! Su exclusivo efecto degradado metálico combina 3 colores brillantes en el cuerpo, ¡para vibraciones veraniegas y creatividad sin límites! Nuestros bolígrafos BIC® 4 Colours® tienen una longitud media de escritura de 8.000m (pruebas SGS - longitud media de escritura para los cartuchos azul, negro, rojo y verde).  Nuestro icónico BIC® 4 Colours® es cada vez más sostenible, ¡ahora con un 13% menos de plástico en la parte superior!","","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","Francia","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/RRs3esys6VMStRhHrbrEYlzz2mogdpvaA74qwhU0yp7ZrjvprjRI3Xyy9HIncmiO63cezG1dzUKVHF4kQsNFeNzdfbSUemIHZRbXkrCYRNpOeEty3KycEjPsaIwkH_fwzZ8Mj5WY8NdScqQjrxNFtMsTASmPdl4iTBzO1LQwvnU=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plástico","1","https://api.everisbigcontent.com/edms/rest/v1/links/Kk9IZy7KRJaJKQSZr_j6R9_C7iBJ2w_mYO6Sf51soo_J72z5a9QJWCYL6ZmlyPgpZ_OPGDJf_Ysd_5uJueQt9SkBv_4eds_a4LLWsxp5fGEWch4EhXr60b97n1kC6ObEN0Zp6rOPtI5FV0RqPzGWHDvyT3GiFBzvUWv-1fAPlMI=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fi","01t070000008YKhAAM","3460001074","1","BIC® 4 Colours® Gradient","Discover our BIC® 4 Colours® Gradient! Its unique metallic gradient effect combines three shiny colours on the barrel, for Summer vibes and unlimited creativity! Our BIC® 4 Colours® ballpens have an average writing length of 8,000m (SGS tests - average writing length for blue, black, red and green cartridges).  Our iconic BIC® 4 Colours® is becoming more sustainable, now with 13% less plastic in the upper part!","","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","Ranska","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/RRs3esys6VMStRhHrbrEYlzz2mogdpvaA74qwhU0yp7ZrjvprjRI3Xyy9HIncmiO63cezG1dzUKVHF4kQsNFeNzdfbSUemIHZRbXkrCYRNpOeEty3KycEjPsaIwkH_fwzZ8Mj5WY8NdScqQjrxNFtMsTASmPdl4iTBzO1LQwvnU=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/Kk9IZy7KRJaJKQSZr_j6R9_C7iBJ2w_mYO6Sf51soo_J72z5a9QJWCYL6ZmlyPgpZ_OPGDJf_Ysd_5uJueQt9SkBv_4eds_a4LLWsxp5fGEWch4EhXr60b97n1kC6ObEN0Zp6rOPtI5FV0RqPzGWHDvyT3GiFBzvUWv-1fAPlMI=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fr","01t070000008YKhAAM","3460001074","1","BIC® 4 Couleurs® Gradient","Découvrez notre BIC® 4 Couleurs® Gradient ! Son effet dégradé métallique unique combine 3 couleurs brillantes sur le corps, pour des vibrations estivales et une créativité sans limite ! Nos stylos à bille BIC® 4 Couleurs® ont une longueur d'écriture moyenne de 8.000m (tests SGS - longueur d'écriture moyenne pour les cartouches bleue, noire, rouge et verte).  Notre emblématique BIC® 4 Couleurs® devient plus durable, avec désormais 13 % de plastique en moins dans la partie supérieure !","","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","France","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/RRs3esys6VMStRhHrbrEYlzz2mogdpvaA74qwhU0yp7ZrjvprjRI3Xyy9HIncmiO63cezG1dzUKVHF4kQsNFeNzdfbSUemIHZRbXkrCYRNpOeEty3KycEjPsaIwkH_fwzZ8Mj5WY8NdScqQjrxNFtMsTASmPdl4iTBzO1LQwvnU=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plastique","1","https://api.everisbigcontent.com/edms/rest/v1/links/Kk9IZy7KRJaJKQSZr_j6R9_C7iBJ2w_mYO6Sf51soo_J72z5a9QJWCYL6ZmlyPgpZ_OPGDJf_Ysd_5uJueQt9SkBv_4eds_a4LLWsxp5fGEWch4EhXr60b97n1kC6ObEN0Zp6rOPtI5FV0RqPzGWHDvyT3GiFBzvUWv-1fAPlMI=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"it","01t070000008YKhAAM","3460001074","1","BIC® 4 Colours® Gradient","Scoprite la BIC® 4 Colours® Gradient! Il suo esclusivo effetto metallico sfumato combina 3 colori lucidi sul fusto, per vibrazioni estive e creatività senza limiti! Le nostre penne a sfera BIC® 4 Colours® hanno una lunghezza media di scrittura di 8.000 m (test SGS - lunghezza media di scrittura per cartucce blu, nere, rosse e verdi).  La nostra iconica BIC® 4 Colours® diventa più sostenibile, ora con il 13% di plastica in meno nella parte superiore!","","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","Francia","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/RRs3esys6VMStRhHrbrEYlzz2mogdpvaA74qwhU0yp7ZrjvprjRI3Xyy9HIncmiO63cezG1dzUKVHF4kQsNFeNzdfbSUemIHZRbXkrCYRNpOeEty3KycEjPsaIwkH_fwzZ8Mj5WY8NdScqQjrxNFtMsTASmPdl4iTBzO1LQwvnU=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plastica","1","https://api.everisbigcontent.com/edms/rest/v1/links/Kk9IZy7KRJaJKQSZr_j6R9_C7iBJ2w_mYO6Sf51soo_J72z5a9QJWCYL6ZmlyPgpZ_OPGDJf_Ysd_5uJueQt9SkBv_4eds_a4LLWsxp5fGEWch4EhXr60b97n1kC6ObEN0Zp6rOPtI5FV0RqPzGWHDvyT3GiFBzvUWv-1fAPlMI=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nl","01t070000008YKhAAM","3460001074","1","BIC® 4 Colours® Gradient","Ontdek onze BIC® 4 Colours® Gradient! Het unieke metallic gradiënteffect combineert drie glanzende kleuren op de houder, voor zomerse vibes en onbeperkte creativiteit! Onze BIC® 4 Colours® balpennen hebben een gemiddelde schrijflengte van 8.000m (SGS tests - gemiddelde schrijflengte voor blauwe, zwarte, rode en groene inktpatronen).  Onze iconische BIC® 4 Colours® wordt duurzamer, nu met 13% minder plastic in het bovenste gedeelte!","","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","Frankrijk","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/RRs3esys6VMStRhHrbrEYlzz2mogdpvaA74qwhU0yp7ZrjvprjRI3Xyy9HIncmiO63cezG1dzUKVHF4kQsNFeNzdfbSUemIHZRbXkrCYRNpOeEty3KycEjPsaIwkH_fwzZ8Mj5WY8NdScqQjrxNFtMsTASmPdl4iTBzO1LQwvnU=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plastiek","1","https://api.everisbigcontent.com/edms/rest/v1/links/Kk9IZy7KRJaJKQSZr_j6R9_C7iBJ2w_mYO6Sf51soo_J72z5a9QJWCYL6ZmlyPgpZ_OPGDJf_Ysd_5uJueQt9SkBv_4eds_a4LLWsxp5fGEWch4EhXr60b97n1kC6ObEN0Zp6rOPtI5FV0RqPzGWHDvyT3GiFBzvUWv-1fAPlMI=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pt","01t070000008YKhAAM","3460001074","1","BIC® 4 Colours® Gradient","Descobre a nossa BIC® 4 Colours® Gradient! O seu efeito gradiente metálico único combina três cores brilhantes no corpo da esferográfica, para vibrações de verão e criatividade ilimitada! As nossas esferográficas BIC® 4 Colours® têm um comprimento médio de escrita de 8.000m (testes SGS - comprimento médio de escrita para os cartuchos azul, preto, vermelho e verde).  A nossa icónica BIC® 4 Colours® está a tornar-se mais sustentável, agora com menos 13% de plástico na parte superior!","","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","França","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/RRs3esys6VMStRhHrbrEYlzz2mogdpvaA74qwhU0yp7ZrjvprjRI3Xyy9HIncmiO63cezG1dzUKVHF4kQsNFeNzdfbSUemIHZRbXkrCYRNpOeEty3KycEjPsaIwkH_fwzZ8Mj5WY8NdScqQjrxNFtMsTASmPdl4iTBzO1LQwvnU=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plástico","1","https://api.everisbigcontent.com/edms/rest/v1/links/Kk9IZy7KRJaJKQSZr_j6R9_C7iBJ2w_mYO6Sf51soo_J72z5a9QJWCYL6ZmlyPgpZ_OPGDJf_Ysd_5uJueQt9SkBv_4eds_a4LLWsxp5fGEWch4EhXr60b97n1kC6ObEN0Zp6rOPtI5FV0RqPzGWHDvyT3GiFBzvUWv-1fAPlMI=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sv","01t070000008YKhAAM","3460001074","1","BIC® 4 Colours® Gradient","Discover our BIC® 4 Colours® Gradient! Its unique metallic gradient effect combines three shiny colours on the barrel, for Summer vibes and unlimited creativity! Our BIC® 4 Colours® ballpens have an average writing length of 8,000m (SGS tests - average writing length for blue, black, red and green cartridges).  Our iconic BIC® 4 Colours® is becoming more sustainable, now with 13% less plastic in the upper part!","","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","Frankrike","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/RRs3esys6VMStRhHrbrEYlzz2mogdpvaA74qwhU0yp7ZrjvprjRI3Xyy9HIncmiO63cezG1dzUKVHF4kQsNFeNzdfbSUemIHZRbXkrCYRNpOeEty3KycEjPsaIwkH_fwzZ8Mj5WY8NdScqQjrxNFtMsTASmPdl4iTBzO1LQwvnU=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/Kk9IZy7KRJaJKQSZr_j6R9_C7iBJ2w_mYO6Sf51soo_J72z5a9QJWCYL6ZmlyPgpZ_OPGDJf_Ysd_5uJueQt9SkBv_4eds_a4LLWsxp5fGEWch4EhXr60b97n1kC6ObEN0Zp6rOPtI5FV0RqPzGWHDvyT3GiFBzvUWv-1fAPlMI=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"de","01tSo000000Xi3yIAC","3460001071","1","BIC® 4 Colours® Pastel","Entdecken Sie unseren neuen BIC® 4 Colours® Pastel! Seien Sie kreativ mit den neuen trendigen Pastellfarben - für einzigartige Designs mit einer verträumten Bildsprache! Unsere BIC® 4 Colours® Kugelschreiber haben eine durchschnittliche Schreiblänge von 8.000 m (SGS-Tests - durchschnittliche Schreiblänge für blaue, schwarze, rote und grüne Tinte). Unser legendärer BIC® 4 Colours® wird immer nachhaltiger, jetzt mit 13% weniger Plastik im Oberteil!","4 Kugelschreiber in 1! | Großer Druckbereich, fast 360 °. | Zuverlässiger Einzugsmechanismus: Patronen blockieren nicht. | Vollständige fertige Herstellung. | Der perfekt kugelförmige Wolfram -Carbidball trägt zu konsequentem Schreiben bei. | Long-Life-Tinte: hohe Qualität, schnelles Trocknen und reibungsloses Schreiben. | Kult-Design seit 1970!","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","Frankreich","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/j_vId68erpoTjKb8rj3Yk_p9lBipxkwb5frnrNu08Zj78CkNwl90ViiVkSL6r-mCC08u3GoIaShrHVI8nMtGvyEwcLumTr-GK0iS0kiWNbRID3nJM3FV7-6dGAEL86LrYytm517UYPs214Ovpn1ze7KWOx2EE3MmGNQbgjEFtGM=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Kunststoff","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"en","01tSo000000Xi3yIAC","3460001071","1","BIC® 4 Colours® Pastel","Discover our new BIC® 4 Colours® Pastel! Be creative with the new trendy pastel colours - for unique designs with a dreamy visual language! Our BIC® 4 Colours® ballpoint pens have an average writing length of 8,000m (SGS tests - average writing length for blue, black, red and green ink). Our iconic BIC® 4 Colours® is becoming even more sustainable, now with 13% less plastic in the upper part!","4 pens in 1! | Large printing area, almost 360º. | Reliable retracting mechanism: cartridges do not block. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing. | Iconic design with more than 50 years setting the trend in writing instruments.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","France","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/j_vId68erpoTjKb8rj3Yk_p9lBipxkwb5frnrNu08Zj78CkNwl90ViiVkSL6r-mCC08u3GoIaShrHVI8nMtGvyEwcLumTr-GK0iS0kiWNbRID3nJM3FV7-6dGAEL86LrYytm517UYPs214Ovpn1ze7KWOx2EE3MmGNQbgjEFtGM=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plastic","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"es","01tSo000000Xi3yIAC","3460001071","1","BIC® 4 Colours® Pastel","¡Descubre nuestro nuevo BIC® 4 Colours® Pastel! Sé creativo con los nuevos colores pastel de moda. ¡Crea diseños únicos con un lenguaje visual de ensueño! Nuestros bolígrafos BIC® 4 Colours® tienen una longitud media de escritura de 8.000 m (pruebas SGS - longitud media de escritura para tinta azul, negra, roja y verde). Nuestro icónico BIC® 4 Colours® es cada vez más sostenible, ¡Ahora con un 13% menos de plástico en la parte superior!","¡4 bolígrafos en 1! | Gran área de impresión, casi 360º. | Mecanismo de retracción confiable: los cartuchos no bloquean. | Fabricación completa interna. | La pelota de carburo de tungsteno perfectamente esférica contribuye a una escritura constante. | Tinta de larga duración: alta calidad, secado rápido y escritura suave. | Diseño icónico con más de 50 años estableciendo la tendencia en los instrumentos de escritura.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","Francia","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/j_vId68erpoTjKb8rj3Yk_p9lBipxkwb5frnrNu08Zj78CkNwl90ViiVkSL6r-mCC08u3GoIaShrHVI8nMtGvyEwcLumTr-GK0iS0kiWNbRID3nJM3FV7-6dGAEL86LrYytm517UYPs214Ovpn1ze7KWOx2EE3MmGNQbgjEFtGM=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plástico","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fi","01tSo000000Xi3yIAC","3460001071","1","BIC® 4 Colours® Pastel","Discover our new BIC® 4 Colours® Pastel! Be creative with the new trendy pastel colours - for unique designs with a dreamy visual language! Our BIC® 4 Colours® ballpoint pens have an average writing length of 8,000m (SGS tests - average writing length for blue, black, red and green ink). Our iconic BIC® 4 Colours® is becoming even more sustainable, now with 13% less plastic in the upper part!","4 pens in 1! | Large printing area, almost 360º. | Reliable retracting mechanism: cartridges do not block. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing. | Iconic design with more than 50 years setting the trend in writing instruments.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","Ranska","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/j_vId68erpoTjKb8rj3Yk_p9lBipxkwb5frnrNu08Zj78CkNwl90ViiVkSL6r-mCC08u3GoIaShrHVI8nMtGvyEwcLumTr-GK0iS0kiWNbRID3nJM3FV7-6dGAEL86LrYytm517UYPs214Ovpn1ze7KWOx2EE3MmGNQbgjEFtGM=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plastic","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fr","01tSo000000Xi3yIAC","3460001071","1","BIC® 4 Couleurs® Pastel","Découvrez le nouveau BIC® 4 Couleurs® Pastel ! Soyez créatifs avec les nouvelles couleurs pastel - pour des designs uniques avec un langage visuel de rêve ! Nos stylos à bille BIC® 4 Couleurs® ont une longueur d'écriture moyenne de 8 000 m (tests SGS - longueur d'écriture moyenne pour les encres bleue, noire, rouge et verte). Notre iconique BIC® 4 Colours® devient de plus en plus durable, avec désormais 13% de plastique en moins dans la partie supérieure !","4 stylos en 1! | Grande imprimerie, près de 360 ​​°. | Mécanisme de rétraction fiable: les cartouches ne bloquent pas. | Fabrication interne complète. | La boule en carbure de tungstène parfaitement sphérique contribue à une écriture cohérente. | Encre longue durée: de haute qualité, séchage rapide et écriture en douceur. | Design emblématique avec plus de 50 ans de définition de la tendance dans les instruments d'écriture.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","France","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/j_vId68erpoTjKb8rj3Yk_p9lBipxkwb5frnrNu08Zj78CkNwl90ViiVkSL6r-mCC08u3GoIaShrHVI8nMtGvyEwcLumTr-GK0iS0kiWNbRID3nJM3FV7-6dGAEL86LrYytm517UYPs214Ovpn1ze7KWOx2EE3MmGNQbgjEFtGM=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plastique","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"it","01tSo000000Xi3yIAC","3460001071","1","BIC® 4 Colours® Pastel","Scopri i nuovi BIC® 4 Colours® Pastel! Scatena la tua creatività con i nuovi colori pastello di tendenza - per disegni unici con un linguaggio visivo da sogno! Le nostre penne a sfera BIC® 4 Colours® hanno una lunghezza media di scrittura di 8.000 m (test SGS - lunghezza media di scrittura per inchiostro blu, nero, rosso e verde). La nostra leggendaria BIC® 4 Colours® sta diventando sempre più sostenibile, ora con il 13% di plastica in meno nella parte superiore!","4 penne in 1! | Ampia area di stampa, quasi 360º. | Meccanismo di retrazione affidabile: le cartucce non si bloccano. | Produzione interna. | La palla in carburo di tungsteno perfettamente sferiche contribuisce a una scrittura costante. | Inchiostro di lunga durata: alta qualità, asciugatura rapida e scrittura liscia. | Design iconico con più di 50 anni che imposta la tendenza nella scrittura di strumenti.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","Francia","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/j_vId68erpoTjKb8rj3Yk_p9lBipxkwb5frnrNu08Zj78CkNwl90ViiVkSL6r-mCC08u3GoIaShrHVI8nMtGvyEwcLumTr-GK0iS0kiWNbRID3nJM3FV7-6dGAEL86LrYytm517UYPs214Ovpn1ze7KWOx2EE3MmGNQbgjEFtGM=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plastica","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nl","01tSo000000Xi3yIAC","3460001071","1","BIC® 4 Colours® Pastel","Ontdek onze nieuwe BIC® 4 Colours® Pastel! Wees creatief met de nieuwe trendy pastelkleuren - voor unieke ontwerpen met een dromerige beeldtaal! Onze BIC® 4 Colours® balpennen hebben een gemiddelde schrijflengte van 8.000 m (SGS-tests - gemiddelde schrijflengte voor blauwe, zwarte, rode en groene inkt). Onze iconische BIC® 4 Colours® wordt nog duurzamer, nu met 13% minder plastic in het bovenste gedeelte!","4 pens in 1! | Large printing area, almost 360º. | Reliable retracting mechanism: cartridges do not block. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing. | Iconic design with more than 50 years setting the trend in writing instruments.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","Frankrijk","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/j_vId68erpoTjKb8rj3Yk_p9lBipxkwb5frnrNu08Zj78CkNwl90ViiVkSL6r-mCC08u3GoIaShrHVI8nMtGvyEwcLumTr-GK0iS0kiWNbRID3nJM3FV7-6dGAEL86LrYytm517UYPs214Ovpn1ze7KWOx2EE3MmGNQbgjEFtGM=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plastiek","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pt","01tSo000000Xi3yIAC","3460001071","1","BIC® 4 Colours® Pastel","Discover our new BIC® 4 Colours® Pastel! Be creative with the new trendy pastel colours - for unique designs with a dreamy visual language! Our BIC® 4 Colours® ballpoint pens have an average writing length of 8,000m (SGS tests - average writing length for blue, black, red and green ink). Our iconic BIC® 4 Colours® is becoming even more sustainable, now with 13% less plastic in the upper part!","4 pens in 1! | Large printing area, almost 360º. | Reliable retracting mechanism: cartridges do not block. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing. | Iconic design with more than 50 years setting the trend in writing instruments.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","França","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/j_vId68erpoTjKb8rj3Yk_p9lBipxkwb5frnrNu08Zj78CkNwl90ViiVkSL6r-mCC08u3GoIaShrHVI8nMtGvyEwcLumTr-GK0iS0kiWNbRID3nJM3FV7-6dGAEL86LrYytm517UYPs214Ovpn1ze7KWOx2EE3MmGNQbgjEFtGM=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plástico","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sv","01tSo000000Xi3yIAC","3460001071","1","BIC® 4 Colours® Pastel","Discover our new BIC® 4 Colours® Pastel! Be creative with the new trendy pastel colours - for unique designs with a dreamy visual language! Our BIC® 4 Colours® ballpoint pens have an average writing length of 8,000m (SGS tests - average writing length for blue, black, red and green ink). Our iconic BIC® 4 Colours® is becoming even more sustainable, now with 13% less plastic in the upper part!","4 pens in 1! | Large printing area, almost 360º. | Reliable retracting mechanism: cartridges do not block. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing. | Iconic design with more than 50 years setting the trend in writing instruments.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","Frankrike","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/j_vId68erpoTjKb8rj3Yk_p9lBipxkwb5frnrNu08Zj78CkNwl90ViiVkSL6r-mCC08u3GoIaShrHVI8nMtGvyEwcLumTr-GK0iS0kiWNbRID3nJM3FV7-6dGAEL86LrYytm517UYPs214Ovpn1ze7KWOx2EE3MmGNQbgjEFtGM=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plastic","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"de","01tSo000000XhkYIAS","3460001072","1","BIC® 4 Colours® Pastel + Lanyard","Entdecken Sie unseren neuen BIC® 4 Colours® Pastel! Seien Sie kreativ mit den neuen trendigen Pastellfarben - für einzigartige Designs mit einer verträumten Bildsprache! Unsere BIC® 4 Colours® Kugelschreiber haben eine durchschnittliche Schreiblänge von 8.000 m (SGS-Tests - durchschnittliche Schreiblänge für blaue, schwarze, rote und grüne Tinte). Unser legendärer BIC® 4 Colours® wird immer nachhaltiger, jetzt mit 13% weniger Plastik im Oberteil!","4 Kugelschreiber in 1! | Großer Druckbereich, fast 360 °. | Zuverlässiger Einzugsmechanismus: Patronen blockieren nicht. | Vollständige fertige Herstellung. | Der perfekt kugelförmige Wolfram -Carbidball trägt zu konsequentem Schreiben bei. | Long-Life-Tinte: hohe Qualität, schnelles Trocknen und reibungsloses Schreiben. | Kult-Design seit 1970!","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","20.00 g","Frankreich","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gqPt9UTxBtJFAxlXHDIolSCApCRl5xOkRv7dwApFMuWr0zvDjbOwBvBFFONiqaY0P34gscBqXPyIxUTkHBUU22Ep3JWccwq7swoE2t7iagk4xGwMRc4XtNnw303vlUBEtAQQWbKOlXQgFC_pQVz4uKNv2cfi6CrPKzZrZGLbyvA=","45.00 cm","19.00 cm","22.00 cm","18810.00 cm3","300 u.","6000.00 g","Kunststoff","1","https://api.everisbigcontent.com/edms/rest/v1/links/eUELs8mHqNDhoFj1LuUZv9ipQM7q_4s7ZGP6MqV9hAqr3UmA9D77JaQQCw4qxypO81qdp2icsF6Tp5Jl7pqn2DgCvKy79AJ6xZ-hUNMBIjAEUVQI2N6nRypVcpLcmyAZ_XvbFRYYrikuoFZ8RCZm7LRLLE_Qv4cqV2xk9ZWaMlI=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"en","01tSo000000XhkYIAS","3460001072","1","BIC® 4 Colours® Pastel + Lanyard","Discover our new BIC® 4 Colours® Pastel! Be creative with the new trendy pastel colours - for unique designs with a dreamy visual language! Our BIC® 4 Colours® ballpoint pens have an average writing length of 8,000m (SGS tests - average writing length for blue, black, red and green ink). Our iconic BIC® 4 Colours® is becoming even more sustainable, now with 13% less plastic in the upper part!","4 pens in 1! | Large printing area, almost 360º. | Reliable retracting mechanism: cartridges do not block. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing. | Iconic design with more than 45 years setting the trend in writing instruments.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","20.00 g","France","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gqPt9UTxBtJFAxlXHDIolSCApCRl5xOkRv7dwApFMuWr0zvDjbOwBvBFFONiqaY0P34gscBqXPyIxUTkHBUU22Ep3JWccwq7swoE2t7iagk4xGwMRc4XtNnw303vlUBEtAQQWbKOlXQgFC_pQVz4uKNv2cfi6CrPKzZrZGLbyvA=","45.00 cm","19.00 cm","22.00 cm","18810.00 cm3","300 u.","6000.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/eUELs8mHqNDhoFj1LuUZv9ipQM7q_4s7ZGP6MqV9hAqr3UmA9D77JaQQCw4qxypO81qdp2icsF6Tp5Jl7pqn2DgCvKy79AJ6xZ-hUNMBIjAEUVQI2N6nRypVcpLcmyAZ_XvbFRYYrikuoFZ8RCZm7LRLLE_Qv4cqV2xk9ZWaMlI=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
